Name,id_Number,row_Number,seat_Number,auditorium_Number
Annie Bisono,58684193902234053,43,34,4
Annie Bowens,21855198307205552,17,66,4
Annie Crittenden,51728202001273950,17,41,6
Annie Flores,51046198709215888,22,13,1
Annie Hudson,16408201602155403,14,28,2
Annie Leonard,47936198002297238,32,33,4
Annie Plaza,34915194909248387,40,63,4
Annie Pogue,32231193704163231,4,3,4
Annie Russell,10377196702061435,48,6,1
Annie Weikel,94756196109286843,16,39,2
Annie White,46530198602086024,29,47,3
Anthony Batty,71836200909091812,33,11,4
Anthony Bernd,97159200205301325,52,68,4
Anthony Black,61825201604116865,62,20,4
Anthony Clemens,13999201908084901,24,28,1
Anthony Cullinane,41605193512136894,13,10,1
Anthony Denman,43558195311287740,59,46,4
Anthony Denning,11057200008233484,35,24,5
Anthony Donaldson,75083193512189291,25,41,4
Anthony Douglass,86451193802161611,12,10,2
Anthony Dyess,16474194206069670,17,57,4
Anthony Ellison,36677199009204177,18,4,1
Anthony Garton,96531193401319234,15,24,3
Anthony Gebo,65978199903137950,34,62,1
Anthony Gleason,57652197409249959,48,34,1
Anthony Heard,27783198509161402,28,37,6
Anthony Kerns,59707198407231424,4,45,2
Anthony King,21961196202043386,58,43,2
Anthony Knox,71671198611239425,1,64,4
Anthony Lafountain,82368200010063435,45,11,4
Anthony Lipps,46379194503264870,54,58,4
Anthony Mcclure,53108200512215882,13,24,4
Anthony Mercado,19206194104205637,17,13,3
Anthony Miller,94465197404109031,5,23,6
Anthony Miller,58323193004278079,19,41,3
Anthony Morrow,17949198310108764,12,54,5
Anthony Murakami,10018197903299903,45,55,2
Anthony Park,73973198103068917,8,65,1
Anthony Pearson,82067193501221636,47,39,1
Anthony Phelps,42972194604135328,22,26,6
Anthony Pikula,97997194304029739,39,63,4
Anthony Rigdon,62563199108103043,33,52,2
Anthony Rominger,12352196204241491,1,24,6
Anthony Schell,40434200006133817,44,45,4
Anthony Smith,19776195606308674,33,47,3
Anthony Tusa,41487200804257409,14,10,2
Anthony Uran,27521199109294223,41,20,5
Anthony Venable,66996198512273025,39,22,5
Anthony Weiss,62016201511239530,24,47,5
Anthony Wilkinson,59342193701172802,36,12,4
Anthony Williford,14593197703013418,35,40,3
Anthony Womack,57884194903153544,7,51,4
Anthony Woods,99576196010075357,21,35,3
Anthony Yap,98122197911146351,12,59,2
Anthony Yen,19619196202168136,26,52,5
Antionette Damico,72794193601041072,8,28,3
Antoine Curry,59056201208232691,28,19,2
Antoine Ferris,35962193801013409,29,17,1
Antoinette Brewer,84096195603223302,20,66,1
Antoinette Kanne,74004194210179771,8,7,1
Antoinette King,85667196209015363,49,31,1
Antoinette Quintero,60503201003109760,3,35,2
Antoinette Seaman,94365196106221805,21,48,5
Antoinette Taylor,80294197604039580,23,23,4
Antoinette Ulibarri,75589193108271641,16,62,1
Anton Scott,11357199706136459,23,6,3
Antone Maddox,62243195905248975,28,16,6
Antone Morales,21667193302238294,27,27,3
Antonetta Richardson,66130194601153761,27,13,6
Antonia Adams,30725194601122251,9,27,3
Antonia Adams,29417201206304058,9,39,1
Antonia Cox,15948194802039885,49,16,4
Antonia Higgins,18685201708273933,2,26,4
Antonio Bailey,86080194905088835,33,16,3
Antonio Delamora,48163200006189206,2,55,1
Antonio Edwardson,23957199503247667,27,61,4
Antonio Galvin,25865193408175321,33,24,5
Antonio Hardesty,94333197311062245,6,5,3
Antonio Hunt,26009197405055987,49,37,1
Antonio Mack,75154198602284294,41,48,5
Antonio Mcrae,47755201802023666,3,59,1
Antonio Meagher,91019200907158378,62,45,4
Antonio Merz,23633198301294177,38,15,1
Antonio Miller,29974194010145405,55,47,2
Antonio Schaff,68079200206104655,11,38,6
Antonio Souza,47049200112128566,51,62,2
Antonio Vansant,22825199301113953,27,30,4
April Batton,47391197202297159,31,41,6
April Baur,93815197803013034,25,52,2
April Ferguson,22479200503259929,20,20,2
April Howard,76808200604186049,2,17,6
April Ing,56381198603238362,27,59,1
April Jordan,37850193210231758,66,20,4
April Land,12283195411162959,44,2,2
April Lott,83732197202192661,23,35,4
April Mahoney,98518194301222621,34,35,4
April Molina,63740200012083982,38,33,2
April Oktavec,88161200203178718,46,7,1
April Savage,46329195906266590,20,57,2
Archie Alier,78944197601216899,15,36,1
Archie Brown,69694201403249032,48,16,4
Archie Munos,40096199701171325,6,19,4
Archie Schmidt,73324196506281665,16,2,4
Arden Janick,70400195505304389,23,35,6
Aretha Wolcott,28381193810141291,45,60,1
Argelia Deems,70031195203297979,65,51,4
Argelia Hughes,75100195708188404,20,34,1
Ariane Williams,47951194712224762,7,41,5
Arleen Ferrante,78862201301281959,30,17,1
Arlene Connolly,70522194811161265,43,27,5
Arlene Menard,12299201010246620,20,67,4
Arlette Deno,81509201003272213,44,26,5
Arlette Wheeler,94008199502263742,40,24,4
Arlie Vuong,39801194012319083,36,31,5
Arline Browning,16749194105217293,27,3,5
Armanda Murray,57750197403125350,9,64,4
Armando Dow,85263196002128975,6,26,2
Armando Ewald,57922200512204876,29,45,4
Arnold Ferreira,91961197010303712,30,36,2
Arnold Fiorentino,66621196203013704,1,20,3
Arnold Gamble,65654199304021812,10,41,6
Arnold Green,34724195601248255,38,47,5
Arnold Hall,69732199904142663,1,41,5
Arnold Lewis,73803199011285151,36,64,4
Arnold Loveland,89688198801112286,37,17,2
Arnold Maloney,31607194909034780,11,62,5
Arnulfo Drane,69045200009308219,3,46,4
Arnulfo Dunkin,33618194404093471,41,32,6
Art Bell,97000195003201914,44,8,4
Arthur Bennett,90511193604149145,21,2,1
Arthur Buffalo,26681193404203472,57,55,2
Arthur Cameron,91593193210025868,45,32,5
Arthur Cash,10292198511237115,48,18,4
Arthur Crane,92332198007313400,43,8,5
Arthur Dugger,52068198509147680,48,44,4
Arthur Eades,50167196605046384,14,4,6
Arthur Goatley,84346194508078824,42,16,2
Arthur Goble,20458193805081095,27,4,1
Arthur Green,80026200404243084,68,39,4
Arthur Guidotti,31334196706192745,33,10,4
Arthur Lawrence,10490196311025538,26,9,3
Arthur Lyons,24725198305051105,61,35,4
Arthur Malaspina,29681194909202765,13,29,6
Arthur Marino,26327193208198549,1,28,4
Arthur Mcdonald,79074199810218387,56,11,2
Arthur Moreland,41737194804029719,10,11,4
Arthur Peachey,64600200407312220,29,55,4
Arthur Rodriguez,41052194510222587,20,67,1
Arthur Rolling,34022195408293439,35,37,5
Arthur Rowe,19708197006254686,26,3,6
Arthur Sanford,94562198110144431,28,32,1
Arthur Schneider,35367201903275573,11,22,5
Arthur Sherrill,40439200808312778,13,31,1
Arthur Smith,66476198501063343,26,54,1
Arthur Swindell,31625193906264632,32,33,5
Arthur Taylor,35096198911304261,1,20,5
Arthur White,89942197708164283,40,64,1
Arthur Williams,64027193609171485,31,34,1
Arturo Quinn,71209194806068180,60,33,4
Ashlee Younger,32525196602289672,16,39,3
Ashleigh Bloom,40385194005044408,28,47,4
Ashleigh Savage,18246201507074665,6,34,6
Ashley Cadena,80307194004258610,38,61,2
Ashley Dragon,32645196510205554,40,43,4
Ashley Gonzales,80385196403078210,54,66,2
Ashley Granada,66499200810016297,64,45,4
Ashley Hand,21611198104117411,51,12,2
Ashley Harris,50882200707305087,35,16,5
Ashley Ho,46870193008246978,62,34,4
Ashley Howard,12308200903168791,34,47,3
Ashley Juarez,41105195004036544,34,23,4
Ashley Kramer,56124195404077981,39,21,1
Ashley Mccampbell,93831194002244575,12,68,4
Ashley Mendiola,37678198509124837,46,36,5
Ashley Merritt,25596197409285214,47,46,1
Ashley Morris,94981201411287235,35,32,6
Ashley Robinson,85159199202105428,13,21,3
Ashley Smith,58917198701076358,44,22,5
Ashley Turner,80685196702048545,29,62,1
Ashley Wells,75811201504118554,14,56,4
Aubrey Bethea,38482198404098782,23,46,2
Aubrey Taylor,22844198704232446,41,45,5
Aubrey White,95308193503012083,36,28,1
Audie Adams,91623199601308673,9,46,2
Audra Hofmann,54259197207097083,23,18,3
Audrey Berczel,49232199609302371,23,68,1
Audrey Cartagena,61394198507167771,38,28,4
Audrey Flowers,95748199809167104,12,58,2
Audrey Goins,78391200412021422,16,23,5
Audrey Goldman,82129195712313084,11,14,6
Audrey Gray,69458193012143798,24,4,5
Audrey Hannah,15849199504077926,36,39,1
Audrey Robinson,59546199902141808,16,42,1
Audrey Simmons,39754195004227306,21,63,1
Audrey Strand,40167198601265855,38,42,2
Audrey Wade,49401197009159108,42,20,4
Audry Woods,46679196810316816,8,36,1
August Reeser,76032199802189677,48,11,1
Augusta Kina,59362195906011330,10,44,5
Augustina Leslie,53994202004041564,42,56,2
Aura Connors,84203201606277228,8,21,3
Aurora Delahunt,34677201702284295,53,61,2
Aurora Keeney,93278197105093566,36,57,1
Aurora Newton,25689195207123322,21,12,6
Aurora Reveles,39972197508022414,66,58,4
Austin Ashworth,39237199912113150,19,55,1
Austin Chisolm,58794199304177176,42,9,5
Austin Garcia,53190195608179818,19,11,3
Austin Medina,98963200606224176,1,12,5
Austin Swindle,63938193712306815,16,3,2
Austin Wen,96651198103099880,1,8,3
Autumn Bagnoli,24511197003111892,11,11,1
Ava Deck,15654194606179883,40,44,1
Ava Kocher,27080198406101572,37,16,2
Ava Mead,31595201306144588,6,46,2
Avery Akers,39627194205133270,34,15,5
Ayanna Batchelor,51928198108282028,16,32,3
Babara Corke,94040199009203841,36,7,2
Barbara Albarado,25533198204094482,6,50,1
Barbara Amsterdam,51018196808198837,39,15,5
Barbara Aubin,77591197008173699,13,41,2
Barbara Bell,99498201511196670,15,61,4
Barbara Berger,82811201204111769,50,61,2
Barbara Black,83592199503099270,7,4,4
Barbara Bland,61258198806298985,8,10,4
Barbara Bourbeau,50261194804084002,38,31,3
Barbara Bradford,64263201106113931,13,67,4
Barbara Brothers,53312200210086769,7,52,4
Barbara Broussard,14607195012171554,33,51,2
Barbara Brown,84384201812092347,13,57,5
Barbara Brunell,31823201605249720,45,28,2
Barbara Buck,97044199811228263,60,22,4
Barbara Byrnes,95140196907242762,9,13,4
Barbara Cantu,23352196806046015,17,66,2
Barbara Coats,90056194105177446,67,33,4
Barbara Cummings,81700196703102372,32,13,5
Barbara Dickinson,85137196311131616,13,25,2
Barbara Difranco,35711199604171117,66,25,4
Barbara Dishaw,84840201608301526,45,37,5
Barbara Ebrahim,16173200606141043,28,45,4
Barbara Edenfield,42923195705137865,1,63,1
Barbara Figley,15227197203251703,20,38,6
Barbara Gamble,77170200007152773,52,66,2
Barbara Garcia,52236195709052874,13,25,6
Barbara Gilligan,97832193901165113,15,47,2
Barbara Gonzales,79114200907284823,9,24,4
Barbara Gonzales,83802197902135213,57,4,4
Barbara Good,96908197407314950,26,42,1
Barbara Gordon,94631199403202593,30,62,1
Barbara Gossett,37840193301238073,32,48,2
Barbara Hagans,10644194810121370,46,32,2
Barbara Haggerty,91808201903127721,30,55,4
Barbara Hairston,15988199507099861,41,29,2
Barbara Halasz,41408195808288104,33,38,6
Barbara Hinz,26247194405136947,48,54,2
Barbara Holloway,99148196801206989,65,38,4
Barbara Howard,29392198611054905,39,55,2
Barbara Howdeshell,77050200410262717,21,33,6
Barbara Jamison,23894193611207097,22,16,1
Barbara Jaramillo,54401197212068834,10,54,2
Barbara Johnson,43807201103087249,26,26,3
Barbara Joiner,79989198406123847,38,53,2
Barbara Jordan,94424198307272368,28,57,5
Barbara Joseph,52984195403256918,49,50,1
Barbara Legan,69302201410245755,27,29,5
Barbara Longhini,17378199710036603,24,6,3
Barbara Luong,34369201506108466,12,50,1
Barbara Mccuen,49689202002086774,21,22,5
Barbara Mckenna,27333196212104596,43,36,5
Barbara Mclaren,50824196104253787,26,46,1
Barbara Mcmahon,76323196007119488,33,44,5
Barbara Mendez,47604195711092181,49,5,4
Barbara Miller,11026197311139804,5,22,6
Barbara Montemurro,34113199601045795,37,12,6
Barbara Mora,52676198606108697,50,17,4
Barbara Norman,77103200305094794,47,34,2
Barbara Olson,82900200101316468,57,60,2
Barbara Parshall,46227195112103376,59,40,4
Barbara Poole,16026200303219366,30,14,4
Barbara Prewitt,18924199710059947,28,3,3
Barbara Price,11160196104232567,23,58,5
Barbara Ramirez,14947199502076598,19,7,5
Barbara Ramirez,43455201807069547,36,5,2
Barbara Reed,53430200503132632,34,18,5
Barbara Rich,88179194406274424,38,44,1
Barbara Riley,94296195304254536,37,47,4
Barbara Schneider,26766194403105280,35,52,1
Barbara Scott,50942194210027661,4,45,5
Barbara Shelton,25953194103232590,33,7,2
Barbara Shetterly,24324193109106687,27,32,6
Barbara Shook,94118198109132500,9,2,2
Barbara Smith,27293198803148067,43,34,1
Barbara Soria,93907198005239184,16,45,3
Barbara Thomas,31825194907139439,42,23,5
Barbara Ulibarri,19498199401133039,26,59,5
Barbara Vega,27832194810161843,38,57,1
Barbara Velasquez,47012194206033026,43,1,1
Barbara Walz,61177199209116915,13,34,3
Barbara Warren,26716200904196493,14,31,4
Barbara Watts,65625193208108639,17,42,1
Barbara Wender,18778194507067606,46,6,1
Barbara Wunder,61757198609093390,36,63,1
Barney Muniz,76024201008258924,11,31,6
Barry Archibald,57225200001036479,51,43,2
Barry Caspari,88808201502207338,2,5,3
Barry Gauvin,62874195407281542,13,8,3
Barry Kesterson,31857194007157577,19,3,5
Barry Kitchen,78530200301021188,40,4,1
Barry Knight,63621200311118003,5,48,4
Barry Leis,97104200605139133,32,22,6
Barry Long,82662199104157755,32,8,2
Barry Mcelwaine,46232199705267890,7,67,1
Barry Moore,64847201412162390,60,17,4
Barry Rosario,74055196102198818,39,11,3
Barry Santos,34197201810132642,25,28,4
Barry Stubbert,39060197404088261,11,44,3
Bart Romiro,23974193308211463,3,14,5
Basil Wilkerson,86377194306258357,20,60,5
Beatrice Allegra,59273195801113783,28,66,1
Beatrice Ashby,67582198203022425,34,22,1
Beatrice Eng,15213193612024337,16,43,1
Beatrice Gonzales,92047194007194247,37,33,1
Beatrice Maria,53548195903285257,7,47,1
Beatrice Peterson,18490193902033169,14,3,1
Beatrice Williamson,51328201908212194,21,45,4
Beatris Gonzalez,63383197412239663,26,2,5
Beatriz Carpenter,23322195002204922,31,28,4
Beatriz Haughney,18813193506253407,25,46,5
Beatriz Louis,50071197410213824,23,35,5
Becky Bellard,39688195106085663,9,10,3
Becky Doran,73920197712227786,54,12,2
Becky Green,70896195805125997,34,21,5
Becky Jefferson,55397198301266067,16,28,3
Becky Martinez,63175194108314661,32,24,3
Becky Wilson,32603197703241348,58,4,4
Belinda George,48723196605122565,38,40,5
Belinda Hagen,71235199903093860,32,68,1
Belinda Moses,69646193301197645,3,58,2
Belinda Taylor,89604201908191837,5,11,1
Bell Lermon,86457201311024945,36,59,2
Bella Carmean,24468195711259702,22,32,5
Belle Long,99590195105207578,30,48,5
Ben Edwards,67627201808113994,27,1,6
Ben Hutto,95885199801295827,14,22,5
Ben Lewis,83986196812155287,19,35,6
Ben Malinowski,41923195809229767,26,7,2
Benita Baltes,45617197810195806,49,9,4
Benita Grimes,13425194405065733,4,13,6
Benita Hood,74795194101097994,19,57,2
Benita Uribe,95855199005208602,27,26,5
Benito Ngo,62474200204112863,3,51,1
Benito Osullivan,27449196607073454,3,37,4
Benjamin Allen,67833200103162742,36,5,4
Benjamin Brewer,13488198904026177,9,12,1
Benjamin Brown,11251193301239673,51,57,2
Benjamin Butler,52163193802287173,6,67,4
Benjamin Carlos,40094198607084757,1,2,6
Benjamin Davis,29654195304092280,59,23,2
Benjamin Duenas,19167197804212163,27,55,5
Benjamin Duke,36157193811193674,62,51,4
Benjamin Epps,97452196506244134,7,66,4
Benjamin Farmer,41017196609081118,15,18,5
Benjamin Gaines,94052194803184093,48,38,4
Benjamin Garland,98937194605212892,22,18,6
Benjamin Gonzalez,24271201410048566,12,34,6
Benjamin Hackett,87366194005245672,19,37,5
Benjamin Huett,65136195107194164,24,35,1
Benjamin Iverson,67792201407302930,44,20,5
Benjamin Jordan,95362195107258798,28,2,6
Benjamin Kakani,42060201606136225,19,6,2
Benjamin Landry,42627193805315703,39,56,5
Benjamin Lane,92246193311071068,55,31,4
Benjamin Mcintyre,37229195803176118,39,23,3
Benjamin Neale,12002196408237467,25,6,6
Benjamin Otero,87452194305245018,21,53,1
Benjamin Palomino,98245197909052028,15,22,4
Benjamin Shelton,26378201707099389,35,10,5
Benjamin Smith,30585199301155117,1,47,2
Benjamin Stomberg,84752197006167011,16,7,3
Benjamin Wiggins,66387195101222652,53,54,4
Bennett Burns,94004194804036096,1,8,4
Bennie Cain,72321195608197070,28,18,5
Bennie Carver,72271199805097250,16,9,6
Bennie Kujawski,88181200006093519,6,46,4
Benny Adams,75316199710094508,39,4,2
Benny Miller,90545193906012000,43,16,4
Benny Przybyla,77208197103096119,1,22,2
Benny Smith,92959200411301881,34,9,1
Berenice Bird,74098199511121934,47,21,2
Bernadette Ragland,66065196804039483,40,40,6
Bernard Burns,11425195304014951,37,14,3
Bernard Cunningham,26170201104202583,6,62,2
Bernard Gilmore,66761201312282898,10,44,3
Bernard Helmer,97680199502033452,21,24,3
Bernard Huffman,96312199711167972,22,13,2
Bernard Macnaught,63801195703086897,9,33,4
Bernard Pawlicki,34849199007285483,6,18,4
Bernard Riccio,31059198711016808,50,37,1
Bernard Savitch,70976193104226888,20,19,3
Bernard Soden,25576197703042126,48,16,1
Bernard Sumpter,35984198909205803,17,20,5
Bernardo Dobson,41541200804191124,57,52,4
Bernice Barron,85854193305015866,42,25,6
Bernice Cuffe,42982201806123608,48,51,2
Bernice Davis,76604193203026751,45,11,2
Bernice Decker,74402196608143288,39,38,1
Bernice Dino,35590197408217009,13,12,1
Bernice Dollar,82088193104076959,67,23,4
Bernice Garcia,68137196001128391,21,20,6
Bernice Hopkins,31229198311097825,4,15,6
Bernice Lee,22226197403312782,15,8,2
Bernice Malone,44211200304173297,12,12,4
Bernice Martin,54266198704064939,34,68,1
Bernice Pessin,12842200409186752,45,60,4
Bernice Williams,36266198102209563,38,11,5
Berry Gibson,35251198211075414,26,34,1
Bert Grissett,80542196011186955,29,39,5
Berta Hernandez,31237195901109924,29,34,6
Bertha Adams,44570193712172430,18,59,1
Bertha Arline,21442197506022751,12,40,6
Bertha Bashore,98021196109234953,9,25,3
Bertha Cervantes,30139193412217176,32,5,5
Bertha Coston,34897193401292333,45,22,1
Bertha Edmondson,33919195102276620,55,63,4
Bertha Fink,39554194403028025,35,2,6
Bertha Reed,41278199902269122,11,43,5
Bertha Swanson,10517195905074216,4,32,4
Bertha Velasquez,48971195608134194,19,42,2
Beryl Robinson,53588199705165253,52,57,2
Bessie Baker,30046196005203446,24,37,1
Bessie Benson,65045196309042239,31,54,4
Bessie Blue,82234199502183412,21,51,2
Bessie Clark,40825202003239245,17,12,2
Bessie Cyrus,52855196609026741,19,25,4
Bessie Davis,94945198403122868,11,3,4
Bessie Dominguez,96443193912279326,24,22,5
Bessie Durbin,71747195110243149,17,50,1
Bessie Gutierrez,20289198402265979,54,20,4
Bessie Ledford,91721198709086969,9,41,1
Bessie Martin,77125195905142120,11,61,4
Bessie Payne,29976200008211889,31,57,1
Bessie Shoffner,91047196901198104,31,17,4
Bessie Smith,78009200910194166,29,11,1
Bessie Thao,15748198402177564,41,46,4
Bessie Thompson,84070197612215451,18,51,4
Beth Duggan,27729195911097735,9,5,1
Beth Ezell,74066198508062305,18,41,4
Beth Howell,52461197403189682,38,18,1
Beth Howell,37487196501097005,17,23,5
Beth Liptak,34631195807283049,10,33,2
Beth Long,52793195010174494,36,67,1
Beth Osborn,59097198903268046,10,2,5
Beth Panter,59487195704163102,55,36,2
Beth Watson,46697193107302210,11,41,6
Bethany Coleman,20854199010194091,35,29,6
Bethany Grier,63905198304151152,46,6,2
Bethany Rodriguez,26776195404175219,49,47,1
Bethany Shattuck,20708196211064646,22,44,3
Bethany Solomon,69194195411088079,38,33,6
Betsy Acevedo,43854193611184502,41,7,6
Betsy Charity,60474196808207830,6,60,2
Bettie Gallagher,71965194102239323,13,29,3
Bettie Marquez,89434194012089841,32,8,6
Bettie Rosales,86320197205193050,16,31,5
Betty Amos,73031200904069545,10,32,5
Betty Aron,93288194211246626,44,18,2
Betty Bailey,41988201410102162,7,47,5
Betty Bell,96298199204102412,35,48,4
Betty Bernard,37040195607159932,34,6,1
Betty Boyd,47446197610176430,20,35,4
Betty Connor,53793200302191799,7,45,2
Betty Cosby,76491200109095673,63,61,4
Betty Donovan,78558200207028493,61,32,4
Betty Edwards,80933201512073494,8,33,6
Betty Finn,30885201511155441,44,27,4
Betty Frantz,85649194005298711,13,27,2
Betty Frey,55681197709161871,38,13,2
Betty Griffin,19328198901216431,48,50,2
Betty Grinstead,95646194304149353,49,45,2
Betty Hargrove,75340200108182408,39,34,1
